Fuzzy Result
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.538), 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.22), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.702), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.207), 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.472), 0.2, 0.8, 0.2, np.float64(0.683), 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, np.float64(0.386), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), np.float64(0.733), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.672), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.351), 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.733), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.757), 0.2, 0.2, 0.2, 0.2, np.float64(0.57), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.78), 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[np.float64(0.383), 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.21), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.776), 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.407), 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, np.float64(0.723), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), np.float64(0.58), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.8, np.float64(0.376), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.58), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, np.float64(0.683), 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.464), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.52), 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.678), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.529), 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), np.float64(0.376), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.747), 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.769), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.671), 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.244), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.631), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[np.float64(0.727), 0.2, 0.2, 0.2, 0.2, np.float64(0.233), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.691), 0.2, np.float64(0.416), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.449), 0.2, 0.2, 0.2, 0.8, np.float64(0.702), 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[np.float64(0.564), 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.692), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, np.float64(0.702), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
