Fuzzy Result
"[np.float64(0.251), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.552), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, np.float64(0.683), np.float64(0.611), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.746), 0.2, np.float64(0.722), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.386), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.388), 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.2, np.float64(0.274), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[np.float64(0.704), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.238), 0.2, 0.2, 0.2, np.float64(0.683), np.float64(0.702), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, np.float64(0.335), 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[np.float64(0.462), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.764), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.788), 0.2, 0.8, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.2, np.float64(0.315), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, np.float64(0.631), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, np.float64(0.458), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.503), 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.268), 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.783), 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.515), 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.511), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, np.float64(0.549), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.401), 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.622), 0.2, 0.8, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[np.float64(0.566), 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.346), 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.392), 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[np.float64(0.499), 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.282), 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.753), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.279), 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.549), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[np.float64(0.78), 0.2, 0.2, 0.2, 0.8, np.float64(0.641), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, np.float64(0.416), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[np.float64(0.254), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.233), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.496), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, np.float64(0.416), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), np.float64(0.641), 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.496), 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[np.float64(0.325), 0.2, 0.2, 0.2, 0.2, np.float64(0.233), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[np.float64(0.509), 0.2, 0.2, 0.2, 0.8, np.float64(0.702), 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, np.float64(0.648), 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.648), 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, np.float64(0.722), 0.2, np.float64(0.683), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, np.float64(0.376), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.651), 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.2, np.float64(0.213), 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.2, 0.2, 0.8, np.float64(0.651), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
"[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, np.float64(0.722), 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2]"
"[0.2, 0.2, 0.2, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2]"
"[0.8, 0.2, 0.2, 0.2, np.float64(0.683), np.float64(0.692), 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
